# vehicle id = 2
# random fix = 0.68322347
# vehicle type = OBSTACLE
# model label = 
# physical vehicle length (in m) = 1.00
# position x is defined by vehicle front (on the given road segment)
# origin roadsegment id= 3, exit roadsegment id= -1 (not set=-1)
# Route [name=main, length=5000.0, roadSegments=[RoadSegment [nodeId=2, userId=2, roadName=R2, roadLength=2000.0, laneCount=1, Node[type=origin, nodeId=7], Node[type=destination, nodeId=9]], RoadSegment [nodeId=3, userId=3, roadName=R3, roadLength=500.0, laneCount=2, Node[type=origin, nodeId=9], Node[type=destination, nodeId=10]], RoadSegment [nodeId=4, userId=4, roadName=R4, roadLength=2500.0, laneCount=1, Node[type=origin, nodeId=10], Node[type=destination, nodeId=11]]]]
#     t[s],    roadId,      lane,      x[m], totalX[m],    v[m/s],  a[m/s^2],aModel[m/s^2], gap[m],   dv[m/s],distToTL[m],fuelFlow[ml/s],frontVehID,slope[rad]
     33.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     33.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     34.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     34.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     34.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     34.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     34.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     35.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     35.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     35.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     35.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     35.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     36.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     36.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     36.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     36.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     36.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     37.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     37.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     37.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     37.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     37.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     38.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     38.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     38.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     38.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     38.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     39.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     39.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     39.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     39.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     39.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     40.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     40.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     40.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     40.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     40.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     41.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     41.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     41.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     41.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     41.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     42.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     42.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     42.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     42.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     42.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     43.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     43.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     43.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     43.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     43.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     44.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     44.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     44.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     44.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     44.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     45.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     45.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     45.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     45.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     45.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     46.00,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     46.20,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     46.40,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     46.60,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
     46.80,         3,         2,    501.00,      0.00,     0.000,   0.00000,   0.00000, 10000.000,   0.00000,     -1.00,  0.000000,        -1, 0.00000
